id,paragraph_1,kg_1,paragraph_2,kg_2
10,"The drug acarbose increases the efficacy of trovafloxacin, sulfamerazine, and succinylsulfathiazole. Additionally, sulfaquinoxaline increases the efficacy of acarbose, buformin, and rivoglitazone. On the other hand, buformin both increases the efficacy of moxifloxacin and decreases the efficacy of metolazone and aripiprazole. Furthermore, rivoglitazone decreases the efficacy of goserelin while increasing the efficacy of sarafloxacin and sulfametrole.","[[""acarbose"", ""increases_efficacy_of"", ""trovafloxacin""], [""acarbose"", ""increases_efficacy_of"", ""sulfamerazine""], [""acarbose"", ""increases_efficacy_of"", ""succinylsulfathiazole""], [""sulfaquinoxaline"", ""increases_efficacy_of"", ""acarbose""], [""sulfaquinoxaline"", ""increases_efficacy_of"", ""buformin""], [""sulfaquinoxaline"", ""increases_efficacy_of"", ""rivoglitazone""], [""buformin"", ""increases_efficacy_of"", ""moxifloxacin""], [""buformin"", ""decreases_efficacy_of"", ""metolazone""], [""buformin"", ""decreases_efficacy_of"", ""aripiprazole""], [""rivoglitazone"", ""decreases_efficacy_of"", ""goserelin""], [""rivoglitazone"", ""increases_efficacy_of"", ""sarafloxacin""], [""rivoglitazone"", ""increases_efficacy_of"", ""sulfametrole""]]","The compound glochidone increases the efficacy of trovafloxacin, sulfamerazine, and succinylsulfathiazole. Buformin enhances the efficacy of spathulenol, but decreases the efficacy of marein and cloprostenol. Sulfaquinoxaline boosts the efficacy of glochidone, buformin, and rivoglitazone. Rivoglitazone increases the efficacy of sarafloxacin and sulfametrole, but decreases the efficacy of goserelin.","[[""glochidone"", ""increases_efficacy_of"", ""trovafloxacin""], [""glochidone"", ""increases_efficacy_of"", ""sulfamerazine""], [""glochidone"", ""increases_efficacy_of"", ""succinylsulfathiazole""], [""buformin"", ""increases_efficacy_of"", ""spathulenol""], [""buformin"", ""decreases_efficacy_of"", ""marein""], [""buformin"", ""decreases_efficacy_of"", ""cloprostenol""], [""sulfaquinoxaline"", ""increases_efficacy_of"", ""glochidone""], [""sulfaquinoxaline"", ""increases_efficacy_of"", ""buformin""], [""sulfaquinoxaline"", ""increases_efficacy_of"", ""rivoglitazone""], [""rivoglitazone"", ""increases_efficacy_of"", ""sarafloxacin""], [""rivoglitazone"", ""increases_efficacy_of"", ""sulfametrole""], [""rivoglitazone"", ""decreases_efficacy_of"", ""goserelin""]]"
11,"The drug nicardipine decreases the activity of effectiveness, decreases the efficacy of emodin, and has a side effect of pericarditis. Additionally, methylcellulose decreases the efficacy of nicardipine, flunarizine, and timepidium.","[[""nicardipine"", ""decreases_activity_of"", ""effectiveness""], [""nicardipine"", ""decreases_efficacy_of"", ""emodin""], [""nicardipine"", ""has_side_effect"", ""pericarditis""], [""methylcellulose"", ""decreases_efficacy_of"", ""nicardipine""], [""methylcellulose"", ""decreases_efficacy_of"", ""flunarizine""], [""methylcellulose"", ""decreases_efficacy_of"", ""timepidium""]]","Nicardipine is known to decrease the activity of effectiveness, decrease the efficacy of emodin, and has a side effect of pericarditis. Methylcellulose, on the other hand, decreases the efficacy of nicardipine, flunarizine, and timepidium.","[[""nicardipine"", ""decreases_activity_of"", ""effectiveness""], [""nicardipine"", ""decreases_efficacy_of"", ""emodin""], [""nicardipine"", ""has_side_effect"", ""pericarditis""], [""methylcellulose"", ""decreases_efficacy_of"", ""nicardipine""], [""methylcellulose"", ""decreases_efficacy_of"", ""flunarizine""], [""methylcellulose"", ""decreases_efficacy_of"", ""timepidium""]]"
12,"The gene COL12A1 is involved in Collagen chain trimerization and causes conditions such as bethlem myopathy 2 and myopathic ehlers-danlos syndrome. Bethlem myopathy 2 is characterized by phenotypes such as scoliosis, scapular winging, and generalized hypotonia. Myopathic ehlers-danlos syndrome presents with symptoms like failure to thrive, talipes equinovarus, and joint contracture of the hand.","[[""COL12A1"", ""involved_in"", ""Collagen_chain_trimerization""], [""COL12A1"", ""causes"", ""bethlem_myopathy_2""], [""COL12A1"", ""causes"", ""myopathic_ehlers-danlos_syndrome""], [""bethlem_myopathy_2"", ""characterized_by"", ""scoliosis""], [""bethlem_myopathy_2"", ""characterized_by"", ""scapular_winging""], [""bethlem_myopathy_2"", ""characterized_by"", ""generalized_hypotonia""], [""myopathic_ehlers-danlos_syndrome"", ""presents_with"", ""failure_to_thrive""], [""myopathic_ehlers-danlos_syndrome"", ""presents_with"", ""talipes_equinovarus""], [""myopathic_ehlers-danlos_syndrome"", ""presents_with"", ""joint_contracture_of_the_hand""]]","Bethlem myopathy 2 presents with phenotypes such as scoliosis, scapular winging, and generalized hypotonia. In contrast, myopathic Ehlers-Danlos syndrome manifests with failure to thrive, talipes equinovarus, and joint contracture of the hand. Furthermore, the gene COL12A1 partakes in the process of collagen chain trimerization.","[[""bethlem_myopathy_2"", ""presents_with"", ""scoliosis""], [""bethlem_myopathy_2"", ""presents_with"", ""scapular_winging""], [""bethlem_myopathy_2"", ""presents_with"", ""generalized_hypotonia""], [""myopathic_Ehlers-Danlos_syndrome"", ""manifests_with"", ""failure_to_thrive""], [""myopathic_Ehlers-Danlos_syndrome"", ""manifests_with"", ""talipes_equinovarus""], [""myopathic_Ehlers-Danlos_syndrome"", ""manifests_with"", ""joint_contracture_of_the_hand""], [""COL12A1"", ""partakes_in"", ""collagen_chain_trimerization""]]"
13,"Levothyroxine increases the efficacy of testosterone, nandrolone decanoate, and liothyronine i-131. Nandrolone decanoate targets the 5-hydroxytryptamine 2 receptor and increases the efficacy of phenytoin and furosemide. Testosterone has side effects including breast cyst, vesiculobullous rash, and strangury. Furosemide decreases the efficacy of licofelone and alphaprodine. Lastly, liothyronine i-131 increases the efficacy of fluticasone propionate and nitrofurantoin.","[[""Levothyroxine"", ""increases_efficacy_of"", ""Testosterone""], [""Levothyroxine"", ""increases_efficacy_of"", ""Nandrolone_Decanoate""], [""Levothyroxine"", ""increases_efficacy_of"", ""Liothyronine_I-131""], [""Nandrolone_Decanoate"", ""targets"", ""5-Hydroxytryptamine_2_Receptor""], [""Nandrolone_Decanoate"", ""increases_efficacy_of"", ""Phenytoin""], [""Nandrolone_Decanoate"", ""increases_efficacy_of"", ""Furosemide""], [""Testosterone"", ""has_side_effect"", ""Breast_Cyst""], [""Testosterone"", ""has_side_effect"", ""Vesiculobullous_Rash""], [""Testosterone"", ""has_side_effect"", ""Strangury""], [""Furosemide"", ""decreases_efficacy_of"", ""Licofelone""], [""Furosemide"", ""decreases_efficacy_of"", ""Alphaprodine""], [""Liothyronine_I-131"", ""increases_efficacy_of"", ""Fluticasone_Propionate""], [""Liothyronine_I-131"", ""increases_efficacy_of"", ""Nitrofurantoin""]]","Levothyroxine increases the efficacy of nandrolone decanoate, which targets the 5-hydroxytryptamine 2 receptor. Nandrolone decanoate also increases the efficacy of phenytoin. Testosterone has side effects including breast cyst, vesiculobullous rash, and strangury. Furosemide decreases the efficacy of licofelone and alphaprodine. Additionally, liothyronine i-131 increases the efficacy of fluticasone propionate and nitrofurantoin.","[[""Levothyroxine"", ""increases_efficacy_of"", ""Nandrolone_Decanoate""], [""Nandrolone_Decanoate"", ""targets"", ""5-Hydroxytryptamine_2_Receptor""], [""Nandrolone_Decanoate"", ""increases_efficacy_of"", ""Phenytoin""], [""Testosterone"", ""has_side_effect"", ""Breast_Cyst""], [""Testosterone"", ""has_side_effect"", ""Vesiculobullous_Rash""], [""Testosterone"", ""has_side_effect"", ""Strangury""], [""Furosemide"", ""decreases_efficacy_of"", ""Licofelone""], [""Furosemide"", ""decreases_efficacy_of"", ""Alphaprodine""], [""Liothyronine_I-131"", ""increases_efficacy_of"", ""Fluticasone_Propionate""], [""Liothyronine_I-131"", ""increases_efficacy_of"", ""Nitrofurantoin""]]"
14,"The protein dihydroorotate dehydrogenase (quinone) is a gene product of DHODH. DHODH is involved in Pyrimidine biosynthesis and is known to cause postaxial acrofacial dysostosis. Postaxial acrofacial dysostosis is characterized by symptoms such as strabismus. The compound orotic acid targets orotate phosphoribosyltransferase, dihydroorotate dehydrogenase (quinone), and transcription factor AP-1. Transcription factor AP-1 is a gene product of JUN, which acts within pathways related to Senescence-Associated Secretory Phenotype (SASP), Regulation of PTEN gene transcription, and Estrogen-dependent gene expression.","[[""dihydroorotate_dehydrogenase_(quinone)"", ""gene_product_of"", ""DHODH""], [""DHODH"", ""involved_in"", ""Pyrimidine_biosynthesis""], [""DHODH"", ""causes"", ""postaxial_acrofacial_dysostosis""], [""postaxial_acrofacial_dysostosis"", ""characterized_by"", ""strabismus""], [""orotic_acid"", ""targets"", ""orotate_phosphoribosyltransferase""], [""orotic_acid"", ""targets"", ""dihydroorotate_dehydrogenase_(quinone)""], [""orotic_acid"", ""targets"", ""transcription_factor_AP-1""], [""transcription_factor_AP-1"", ""gene_product_of"", ""JUN""], [""JUN"", ""acts_within"", ""Senescence-Associated_Secretory_Phenotype_(SASP)""], [""JUN"", ""acts_within"", ""Regulation_of_PTEN_gene_transcription""], [""JUN"", ""acts_within"", ""Estrogen-dependent_gene_expression""]]",The enzyme DHODH acts within the pathway of pyrimidine biosynthesis.,"[[""DHODH"", ""acts_within"", ""pyrimidine_biosynthesis""]]"
15,"The drug hydrochlorothiazide decreases the efficacy of metformin, etorphine, and targets NCI-H226. Verinurad decreases the efficacy of bendroflumethiazide, benzthiazide, and hydrochlorothiazide. Unoprostone decreases the efficacy of rofecoxib and olsalazine, and has a side effect of pruritus. Bendroflumethiazide increases the efficacy of esmolol and unoprostone, but decreases the efficacy of normethadone. Benzthiazide increases the efficacy of minoxidil, saprisartan, and rauwolfia serpentina root.","[[""hydrochlorothiazide"", ""decreases_efficacy_of"", ""metformin""], [""hydrochlorothiazide"", ""decreases_efficacy_of"", ""etorphine""], [""hydrochlorothiazide"", ""targets"", ""NCI-H226""], [""verinurad"", ""decreases_efficacy_of"", ""bendroflumethiazide""], [""verinurad"", ""decreases_efficacy_of"", ""benzthiazide""], [""verinurad"", ""decreases_efficacy_of"", ""hydrochlorothiazide""], [""unoprostone"", ""decreases_efficacy_of"", ""rofecoxib""], [""unoprostone"", ""decreases_efficacy_of"", ""olsalazine""], [""unoprostone"", ""has_side_effect"", ""pruritus""], [""bendroflumethiazide"", ""increases_efficacy_of"", ""esmolol""], [""bendroflumethiazide"", ""increases_efficacy_of"", ""unoprostone""], [""bendroflumethiazide"", ""decreases_efficacy_of"", ""normethadone""], [""benzthiazide"", ""increases_efficacy_of"", ""minoxidil""], [""benzthiazide"", ""increases_efficacy_of"", ""saprisartan""], [""benzthiazide"", ""increases_efficacy_of"", ""rauwolfia_serpentina_root""]]",The drug hydrochlorothiazide decreases the efficacy of metformin and etorphine.,"[[""hydrochlorothiazide"", ""decreases_efficacy_of"", ""metformin""], [""hydrochlorothiazide"", ""decreases_efficacy_of"", ""etorphine""]]"
16,"Pegvisomant increases the activity of the neuromuscular blocking activities. Additionally, pegvisomant decreases the efficacy of codeine and meptazinol. Peginterferon alfa-2a has a target in the interferon alpha/beta receptor 1. Pegfilgrastim reduces the efficacy of pegvisomant, methoxy polyethylene glycol-epoetin beta, and elapegademase. Methoxy polyethylene glycol-epoetin beta decreases the efficacy of polidocanol, eptacog alfa pegol (activated), and lexaptepid pegol. Elapegademase decreases the efficacy of peginterferon alfa-2a.","[[""Pegvisomant"", ""increases"", ""neuromuscular_blocking_activities""], [""Pegvisomant"", ""decreases"", ""codeine""], [""Pegvisomant"", ""decreases"", ""meptazinol""], [""Peginterferon_alfa-2a"", ""target"", ""interferon_alpha/beta_receptor_1""], [""Pegfilgrastim"", ""reduces"", ""pegvisomant""], [""Pegfilgrastim"", ""reduces"", ""methoxy_polyethylene_glycol-epoetin_beta""], [""Pegfilgrastim"", ""reduces"", ""elapegademase""], [""Methoxy_polyethylene_glycol-epoetin_beta"", ""decreases"", ""polidocanol""], [""Methoxy_polyethylene_glycol-epoetin_beta"", ""decreases"", ""eptacog_alfa_pegol_(activated)""], [""Methoxy_polyethylene_glycol-epoetin_beta"", ""decreases"", ""lexaptepid_pegol""], [""Elapegademase"", ""decreases"", ""peginterferon_alfa-2a""]]","Pegvisomant increases the activity of the neuromuscular blocking activities and decreases the efficacy of codeine and meptazinol. Peginterferon alfa-2a targets the interferon alpha/beta receptor 1. Pegfilgrastim reduces the efficacy of pegvisomant, methoxy polyethylene glycol-epoetin beta, and elapegademase. Methoxy polyethylene glycol-epoetin beta decreases the efficacy of polidocanol, eptacog alfa pegol (activated), and lexaptepid pegol. Elapegademase decreases the efficacy of peginterferon alfa-2a.","[[""Pegvisomant"", ""increases"", ""neuromuscular_blocking_activities""], [""Pegvisomant"", ""decreases"", ""codeine""], [""Pegvisomant"", ""decreases"", ""meptazinol""], [""Peginterferon_alfa-2a"", ""targets"", ""interferon_alpha/beta_receptor_1""], [""Pegfilgrastim"", ""reduces"", ""pegvisomant""], [""Pegfilgrastim"", ""reduces"", ""methoxy_polyethylene_glycol-epoetin_beta""], [""Pegfilgrastim"", ""reduces"", ""elapegademase""], [""Methoxy_polyethylene_glycol-epoetin_beta"", ""decreases"", ""polidocanol""], [""Methoxy_polyethylene_glycol-epoetin_beta"", ""decreases"", ""eptacog_alfa_pegol_(activated)""], [""Methoxy_polyethylene_glycol-epoetin_beta"", ""decreases"", ""lexaptepid_pegol""], [""Elapegademase"", ""decreases"", ""peginterferon_alfa-2a""]]"
17,"Reviparin decreases the efficacy of hydrochlorothiazide, ceftibuten, and human protein S. Pyrantel increases the efficacy of kanamycin and hygromycin B while also indicating treatment for hookworm infections. Isepamicin increases the efficacy of metocurine and pyrantel, but decreases the efficacy of reviparin. Metocurine decreases the efficacy of physostigmine and paraoxon.","[[""Reviparin"", ""decreases_efficacy_of"", ""hydrochlorothiazide""], [""Reviparin"", ""decreases_efficacy_of"", ""ceftibuten""], [""Reviparin"", ""decreases_efficacy_of"", ""human_protein_S""], [""Pyrantel"", ""increases_efficacy_of"", ""kanamycin""], [""Pyrantel"", ""increases_efficacy_of"", ""hygromycin_B""], [""Pyrantel"", ""indicated_for"", ""hookworm_infections""], [""Isepamicin"", ""increases_efficacy_of"", ""metocurine""], [""Isepamicin"", ""increases_efficacy_of"", ""pyrantel""], [""Isepamicin"", ""decreases_efficacy_of"", ""reviparin""], [""Metocurine"", ""decreases_efficacy_of"", ""physostigmine""], [""Metocurine"", ""decreases_efficacy_of"", ""paraoxon""]]","The drug Reviparin decreases the efficacy of Hydrochlorothiazide, Ceftibuten, and Protein S human. Pyrantel increases the efficacy of Kanamycin and Hygromycin B while also being indicated for Hookworm Infections. Isepamicin increases the efficacy of Metocurine and Pyrantel but decreases the efficacy of Reviparin. Metocurine decreases the efficacy of Physostigmine and Paraoxon.","[[""Reviparin"", ""decreases_efficacy_of"", ""Hydrochlorothiazide""], [""Reviparin"", ""decreases_efficacy_of"", ""Ceftibuten""], [""Reviparin"", ""decreases_efficacy_of"", ""Protein_S_human""], [""Pyrantel"", ""increases_efficacy_of"", ""Kanamycin""], [""Pyrantel"", ""increases_efficacy_of"", ""Hygromycin_B""], [""Pyrantel"", ""indicated_for"", ""Hookworm_Infections""], [""Isepamicin"", ""increases_efficacy_of"", ""Metocurine""], [""Isepamicin"", ""increases_efficacy_of"", ""Pyrantel""], [""Isepamicin"", ""decreases_efficacy_of"", ""Reviparin""], [""Metocurine"", ""decreases_efficacy_of"", ""Physostigmine""], [""Metocurine"", ""decreases_efficacy_of"", ""Paraoxon""]]"
18,"The drug flunixin increases the activity of the hypertensive activities while decreasing the efficacy of lercanidipine and phenoxybenzamine. Phenoxybenzamine, in turn, decreases the efficacy of dexibuprofen, rimiterol, and amidephrine. Additionally, lercanidipine decreases the efficacy of lonazolac and has side effects that include peptic ulcer and dry mouth. Lastly, rimiterol decreases the efficacy of labetalol.","[[""flunixin"", ""increases"", ""hypertensive_activities""], [""flunixin"", ""decreases"", ""lercanidipine""], [""flunixin"", ""decreases"", ""phenoxybenzamine""], [""phenoxybenzamine"", ""decreases"", ""dexibuprofen""], [""phenoxybenzamine"", ""decreases"", ""rimiterol""], [""phenoxybenzamine"", ""decreases"", ""amidephrine""], [""lercanidipine"", ""decreases"", ""lonazolac""], [""lercanidipine"", ""has_side_effect"", ""peptic_ulcer""], [""lercanidipine"", ""has_side_effect"", ""dry_mouth""], [""rimiterol"", ""decreases"", ""labetalol""]]","The drug flunixin increases the activity of the hypertensive activities. It also decreases the efficacy of lercanidipine. Additionally, flunixin decreases the efficacy of phenoxybenzamine, which in turn decreases the efficacy of dexibuprofen, rimiterol, and amidephrine. Lercanidipine decreases the efficacy of lonazolac and has side effects including peptic ulcer and dry mouth. Moreover, rimiterol decreases the efficacy of labetalol.","[[""flunixin"", ""increases"", ""hypertensive_activities""], [""flunixin"", ""decreases"", ""lercanidipine""], [""flunixin"", ""decreases"", ""phenoxybenzamine""], [""phenoxybenzamine"", ""decreases"", ""dexibuprofen""], [""phenoxybenzamine"", ""decreases"", ""rimiterol""], [""phenoxybenzamine"", ""decreases"", ""amidephrine""], [""lercanidipine"", ""decreases"", ""lonazolac""], [""lercanidipine"", ""has_side_effect"", ""peptic_ulcer""], [""lercanidipine"", ""has_side_effect"", ""dry_mouth""], [""rimiterol"", ""decreases"", ""labetalol""]]"
19,"Lobeglitazone increases the efficacy of pindolol and glisoxepide but decreases the efficacy of mebutizide. Pindolol has the side effect of aggression. Glisoxepide decreases the efficacy of chlorotrianisene but increases the efficacy of nadolol and tertatolol. Mebutizide decreases the efficacy of exenatide, glymidine, and tienilic acid.","[[""Lobeglitazone"", ""increases_efficacy_of"", ""Pindolol""], [""Lobeglitazone"", ""increases_efficacy_of"", ""Glisoxepide""], [""Lobeglitazone"", ""decreases_efficacy_of"", ""Mebutizide""], [""Pindolol"", ""has_side_effect"", ""Aggression""], [""Glisoxepide"", ""decreases_efficacy_of"", ""Chlorotrianisene""], [""Glisoxepide"", ""increases_efficacy_of"", ""Nadolol""], [""Glisoxepide"", ""increases_efficacy_of"", ""Tertatolol""], [""Mebutizide"", ""decreases_efficacy_of"", ""Exenatide""], [""Mebutizide"", ""decreases_efficacy_of"", ""Glymidine""], [""Mebutizide"", ""decreases_efficacy_of"", ""Tienilic_Acid""]]","Lobeglitazone is known to increase the efficacy of pindolol and glisoxepide but decrease the efficacy of mebutizide. Pindolol has a side effect of aggression. Glisoxepide decreases the efficacy of chlorotrianisene while increasing the efficacy of nadolol and tertatolol. Mebutizide decreases the efficacy of exenatide, glymidine, and tienilic acid.","[[""Lobeglitazone"", ""increases_efficacy_of"", ""Pindolol""], [""Lobeglitazone"", ""increases_efficacy_of"", ""Glisoxepide""], [""Lobeglitazone"", ""decreases_efficacy_of"", ""Mebutizide""], [""Pindolol"", ""has_side_effect"", ""Aggression""], [""Glisoxepide"", ""decreases_efficacy_of"", ""Chlorotrianisene""], [""Glisoxepide"", ""increases_efficacy_of"", ""Nadolol""], [""Glisoxepide"", ""increases_efficacy_of"", ""Tertatolol""], [""Mebutizide"", ""decreases_efficacy_of"", ""Exenatide""], [""Mebutizide"", ""decreases_efficacy_of"", ""Glymidine""], [""Mebutizide"", ""decreases_efficacy_of"", ""Tienilic_Acid""]]"
20,"The antithymocyte immunoglobulin (rabbit) increases the risk of myelosuppression. Additionally, it decreases the efficacy of pev3a as well as allogeneic processed thymus tissue. Allogeneic processed thymus tissue, in turn, decreases the efficacy of chloramphenicol and capecitabine.","[[""antithymocyte_immunoglobulin_(rabbit)"", ""increases_risk_of"", ""myelosuppression""], [""antithymocyte_immunoglobulin_(rabbit)"", ""decreases_efficacy_of"", ""pev3a""], [""antithymocyte_immunoglobulin_(rabbit)"", ""decreases_efficacy_of"", ""allogeneic_processed_thymus_tissue""], [""allogeneic_processed_thymus_tissue"", ""decreases_efficacy_of"", ""chloramphenicol""], [""allogeneic_processed_thymus_tissue"", ""decreases_efficacy_of"", ""capecitabine""]]","The antithymocyte immunoglobulin (rabbit) decreases the efficacy of pev3a, allogeneic processed thymus tissue, and causes a decrease in the effect of myelosuppression. Allogeneic processed thymus tissue also decreases the efficacy of chloramphenicol and capecitabine.","[[""antithymocyte_immunoglobulin_(rabbit)"", ""decreases_efficacy_of"", ""pev3a""], [""antithymocyte_immunoglobulin_(rabbit)"", ""decreases_efficacy_of"", ""allogeneic_processed_thymus_tissue""], [""antithymocyte_immunoglobulin_(rabbit)"", ""decreases_effect_of"", ""myelosuppression""], [""allogeneic_processed_thymus_tissue"", ""decreases_efficacy_of"", ""chloramphenicol""], [""allogeneic_processed_thymus_tissue"", ""decreases_efficacy_of"", ""capecitabine""]]"
21,"The drug ketoconazole increases the activity of the QTc-prolonging activities and also increases the efficacy of tioclomarol. Valoctocogene roxaparvovec decreases the efficacy of efavirenz, isoniazid, and ketoconazole. Additionally, givosiran has effects on nephrotoxicity and adverse effects, and it decreases the efficacy of valoctocogene roxaparvovec.","[[""ketoconazole"", ""increases"", ""QTc-prolonging_activities""], [""ketoconazole"", ""increases"", ""efficacy_of_tioclomarol""], [""valoctocogene_roxaparvovec"", ""decreases"", ""efficacy_of_efavirenz""], [""valoctocogene_roxaparvovec"", ""decreases"", ""efficacy_of_isoniazid""], [""valoctocogene_roxaparvovec"", ""decreases"", ""efficacy_of_ketoconazole""], [""givosiran"", ""has_effects_on"", ""nephrotoxicity""], [""givosiran"", ""has_effects_on"", ""adverse_effects""], [""givosiran"", ""decreases"", ""efficacy_of_valoctocogene_roxaparvovec""]]","The drug ketoconazole increases the efficacy of tioclomarol, but it decreases the QTc-prolonging activities. Valoctocogene roxaparvovec decreases the efficacy of efavirenz, isoniazid, and ketoconazole. Additionally, givosiran has various effects including nephrotoxicity and adverse effects, and it decreases the efficacy of valoctocogene roxaparvovec.","[[""ketoconazole"", ""increases"", ""efficacy_of_tioclomarol""], [""ketoconazole"", ""decreases"", ""QTc-prolonging_activities""], [""valoctocogene_roxaparvovec"", ""decreases"", ""efficacy_of_efavirenz""], [""valoctocogene_roxaparvovec"", ""decreases"", ""efficacy_of_isoniazid""], [""valoctocogene_roxaparvovec"", ""decreases"", ""efficacy_of_ketoconazole""], [""givosiran"", ""has_effects_on"", ""nephrotoxicity""], [""givosiran"", ""has_effects_on"", ""adverse_effects""], [""givosiran"", ""decreases"", ""efficacy_of_valoctocogene_roxaparvovec""]]"
22,"Penbutolol increases the activity of the bronchoconstrictory activities. Additionally, penbutolol decreases the efficacy of bethanidine. Furthermore, penbutolol increases the efficacy of gemigliptin. Gemigliptin, in turn, decreases the efficacy of nelfinavir and ethynodiol diacetate, but increases the efficacy of mefruside. Lastly, bethanidine increases the activity of the tachycardic activities.","[[""Penbutolol"", ""increases"", ""bronchoconstrictory_activities""], [""Penbutolol"", ""decreases"", ""bethanidine""], [""Penbutolol"", ""increases"", ""gemigliptin""], [""Gemigliptin"", ""decreases"", ""nelfinavir""], [""Gemigliptin"", ""decreases"", ""ethynodiol_diacetate""], [""Gemigliptin"", ""increases"", ""mefruside""], [""Bethanidine"", ""increases"", ""tachycardic_activities""]]","Penbutolol increases the activity of the bronchoconstrictory activities, decreases the efficacy of bethanidine and increases the efficacy of gemigliptin. Gemigliptin, in turn, decreases the efficacy of nelfinavir and ethynodiol diacetate but increases the efficacy of mefruside. Additionally, bethanidine increases the activity of the tachycardic activities.","[[""Penbutolol"", ""increases"", ""bronchoconstrictory_activities""], [""Penbutolol"", ""decreases"", ""bethanidine""], [""Penbutolol"", ""increases"", ""gemigliptin""], [""Gemigliptin"", ""decreases"", ""nelfinavir""], [""Gemigliptin"", ""decreases"", ""ethynodiol_diacetate""], [""Gemigliptin"", ""increases"", ""mefruside""], [""Bethanidine"", ""increases"", ""tachycardic_activities""]]"
23,"The drug idarubicin decreases the efficacy of the varicella zoster vaccine (recombinant) and has side effects including cardiac failure congestive and nausea. Anthrax immune globulin human decreases the efficacy of alefacept and sorafenib. The varicella zoster vaccine (recombinant) decreases the efficacy of tretinoin, prednisolone, and vilanterol. Prednisolone decreases the efficacy of edrophonium and anthrax immune globulin human, and affects solute carrier family 28 member 3. Vilanterol decreases the efficacy of droperidol, amoxapine, and allogeneic processed thymus tissue. Tretinoin targets tgbc24tkb, nci-h69, and jvm-3.","[[""idarubicin"", ""decreases_efficacy_of"", ""varicella_zoster_vaccine_recombinant""], [""idarubicin"", ""has_side_effect"", ""cardiac_failure_congestive""], [""idarubicin"", ""has_side_effect"", ""nausea""], [""anthrax_immune_globulin_human"", ""decreases_efficacy_of"", ""alefacept""], [""anthrax_immune_globulin_human"", ""decreases_efficacy_of"", ""sorafenib""], [""varicella_zoster_vaccine_recombinant"", ""decreases_efficacy_of"", ""tretinoin""], [""varicella_zoster_vaccine_recombinant"", ""decreases_efficacy_of"", ""prednisolone""], [""varicella_zoster_vaccine_recombinant"", ""decreases_efficacy_of"", ""vilanterol""], [""prednisolone"", ""decreases_efficacy_of"", ""edrophonium""], [""prednisolone"", ""decreases_efficacy_of"", ""anthrax_immune_globulin_human""], [""prednisolone"", ""affects"", ""solute_carrier_family_28_member_3""], [""vilanterol"", ""decreases_efficacy_of"", ""droperidol""], [""vilanterol"", ""decreases_efficacy_of"", ""amoxapine""], [""vilanterol"", ""decreases_efficacy_of"", ""allogeneic_processed_thymus_tissue""], [""tretinoin"", ""targets"", ""tgbc24tkb""], [""tretinoin"", ""targets"", ""nci-h69""], [""tretinoin"", ""targets"", ""jvm-3""]]","The drug idarubicin decreases the efficacy of the varicella zoster vaccine (recombinant) and has side effects such as cardiac failure congestive and nausea.

Anthrax immune globulin human decreases the efficacy of alefacept and sorafenib.

The varicella zoster vaccine (recombinant) decreases the efficacy of tretinoin, prednisolone, and vilanterol.

Prednisolone decreases the efficacy of edrophonium, anthrax immune globulin human, and affects solute carrier family 28 member 3.

Vilanterol decreases the efficacy of droperidol, amoxapine, and allogeneic processed thymus tissue.

Tretinoin has targets such as tgbc24tkb, nci-h69, and jvm-3.","[[""idarubicin"", ""decreases_efficacy_of"", ""varicella_zoster_vaccine_recombinant""], [""idarubicin"", ""has_side_effect"", ""cardiac_failure_congestive""], [""idarubicin"", ""has_side_effect"", ""nausea""], [""anthrax_immune_globulin_human"", ""decreases_efficacy_of"", ""alefacept""], [""anthrax_immune_globulin_human"", ""decreases_efficacy_of"", ""sorafenib""], [""varicella_zoster_vaccine_recombinant"", ""decreases_efficacy_of"", ""tretinoin""], [""varicella_zoster_vaccine_recombinant"", ""decreases_efficacy_of"", ""prednisolone""], [""varicella_zoster_vaccine_recombinant"", ""decreases_efficacy_of"", ""vilanterol""], [""prednisolone"", ""decreases_efficacy_of"", ""edrophonium""], [""prednisolone"", ""decreases_efficacy_of"", ""anthrax_immune_globulin_human""], [""prednisolone"", ""affects"", ""solute_carrier_family_28_member_3""], [""vilanterol"", ""decreases_efficacy_of"", ""droperidol""], [""vilanterol"", ""decreases_efficacy_of"", ""amoxapine""], [""vilanterol"", ""decreases_efficacy_of"", ""allogeneic_processed_thymus_tissue""], [""tretinoin"", ""targets"", ""tgbc24tkb""], [""tretinoin"", ""targets"", ""nci-h69""], [""tretinoin"", ""targets"", ""jvm-3""]]"
